Bankrupt?,roa,operating_margin,net_growth_rate,debt_ratio,borrowing_dependency,cash_to_assets,cash_flow_rate
0,0.509969287768732,0.602956225947333,0.4575385965685,0.19451582670738,0.388057698458675,0.017860838627217,0.464603306408998
0,0.444986106371569,0.611762925380879,0.39749835313549997,0.14674849593373,0.377159274676067,0.0149537656982419,0.466873002692434
0,0.519280456296007,0.626544055117543,0.4541697549794,0.092057925446685,0.37216691307878,0.026006422332886,0.471058436711037
0,0.547408960171598,0.609737816918664,0.45886117882199995,0.0360975904707198,0.369875392264971,0.10629600428011,0.495880828363655
0,0.500853117535222,0.602026549820551,0.4609823013041,0.0895788614445083,0.371971199978527,0.0079912289210366,0.473888427568506
1,0.41612635889436,0.599115005981637,0.4179859008739,0.219608791607461,0.392590413860514,0.0082664170023762,0.460246764466588
1,0.462194705796324,0.599987027774975,0.4178112201989,0.228890165371708,0.396528161437585,0.0110609135539858,0.458983585382015
0,0.476088334227076,0.618868821977832,0.44421295650479997,0.208241376182846,0.38402489023291,0.0230705196812938,0.463209280088574
0,0.505874323599668,0.601168941610574,0.45030182574739996,0.116848565468452,0.375580149547176,0.0064300361047499,0.464459038943828
0,0.486374494223176,0.603475114948327,0.4520985412616,0.0623393899083955,0.370535225002964,0.109941900294968,0.465754091073031
0,0.494369424267538,0.599107799189957,0.4332579827446,0.124104362547994,0.375313979730833,0.0096402782067215,0.463652147656073
0,0.475162092331692,0.614278095677366,0.45169927114729996,0.122622970644254,0.376271296381209,0.0018181743170278,0.466757253214564
0,0.462925949397943,0.622702835151847,0.4155653258061,0.139281071439369,0.377688259227034,0.0346499478819115,0.463940682586414
0,0.478915809486667,0.607042476830165,0.4341064317374,0.147201983251202,0.37700829599873,0.042104212625443,0.463568271222835
0,0.481060790718081,0.600880669943355,0.4481807032653,0.0953834991081416,0.37206178718493,0.0551630215497877,0.467552401801666
0,0.486228245502852,0.598444774355353,0.4433145987477,0.0800858602654412,0.373058246455356,0.0254344315057528,0.471709317832969
0,0.507824306537318,0.625326107323542,0.4632281956968,0.118874142153158,0.374405870945663,0.0042335068496626,0.469151086619193
0,0.489153219909326,0.60441199786679,0.4615312977112,0.0690207697191402,0.37273615861037,0.054515238146905,0.461857191984768
0,0.511188027104763,0.618176969976506,0.44720748236179997,0.0866463101248602,0.373331126435136,0.0496652613597867,0.466732090284593
0,0.523034173450982,0.600347367358999,0.46407664468959997,0.137981074462618,0.377794503481456,0.0185521711493699,0.466916618437718
0,0.508848047579584,0.635718300926793,0.4517990886759,0.0911509508117423,0.371372877072043,0.084808266089528,0.468025464885131
0,0.488958221615561,0.624317156488275,0.44892933472959995,0.0942346645705475,0.36963718146295,0.0080478871851381,0.487182842236817
0,0.502120606444694,0.608865795125326,0.4563158318435,0.0996765123802038,0.370670546632281,0.13360493953662,0.46869647635104
0,0.523082923024424,0.62094437798181,0.4535958041901,0.141941530368534,0.375735601666805,0.0513904535216174,0.471281548023452
0,0.493345683225272,0.610206258377895,0.4491539241689,0.20110650905463,0.388924427902649,0.0998626798716401,0.46026857233923
0,0.505630575732462,0.60456334049208,0.4553176565579,0.184660035674336,0.385539150448574,0.0086393366342862,0.46371421621667
0,0.46955589138595,0.619402124562187,0.43280880386599996,0.154215920428092,0.37809981591785,0.0141886825126497,0.464326514179311
0,0.52371666747916,0.626414332867294,0.44588490010829995,0.0916044381292137,0.372056195382066,0.033585920598103,0.471050049067713
0,0.521912933261834,0.609290995834474,0.4616061608576,0.0518487166308915,0.371134666270021,0.114842024278821,0.468896102262148
0,0.503193097060401,0.603590423615215,0.45990926287199996,0.0939021072044018,0.371953306209362,0.0088466500588344,0.467102824119507
1,0.453029785989373,0.596945761685813,0.4010668297818,0.210357650331046,0.392383517154533,0.0055594379197812,0.462243023577665
1,0.472090869204894,0.597392582770003,0.401291419221,0.23529945279197,0.40512499916123,0.0203268528471915,0.461377418786644
1,0.066933164334812,0.6018607936119,0.154243036018,0.321371345648033,0.26203523730493,0.210915212093144,0.458263925584828
1,0.406668941646761,0.595994465183989,0.3506340234733,0.221452973365178,0.391787430969194,0.0499277199767246,0.459605948516645
0,0.482230780480671,0.61808328168466,0.448829517201,0.202859993348853,0.382244460200902,0.0302946099444129,0.462571819195961
0,0.48851947545459,0.600736534109745,0.4061076149744,0.141548508026726,0.377871670360984,0.0160284161240692,0.462898937285591
0,0.476478330814605,0.604635408408885,0.4462841702226,0.0416301357438704,0.36963718146295,0.0991523407279837,0.467257156756666
0,0.48812947886706,0.597947505729399,0.417661493906,0.122411343229434,0.374532245690398,0.033919962536028,0.467431619737802
0,0.469165894798421,0.610472909670073,0.438972536255,0.116213683223992,0.375580149547176,0.002179609745945,0.467738607483455
0,0.482279530054112,0.619048991769844,0.4519488149687,0.152099646279892,0.379104103712286,0.0414608983776166,0.462227925819683
0,0.464193438307415,0.605932630911371,0.436676733098,0.158388003748828,0.378454336219449,0.0388551289895273,0.460946293919797
0,0.475893335933311,0.600736534109745,0.44448745470839995,0.100553254527315,0.372762999264119,0.0919541308841451,0.464433876013856
0,0.47350460683469,0.595122443390651,0.4326590775732,0.0857998004655803,0.373364677252322,0.0677736233770443,0.461806866124825
0,0.503534344074489,0.620396661814094,0.4459847176369,0.113311364392176,0.374562441425865,0.0042623184922592,0.469203090007801
0,0.478330814605372,0.604102105824529,0.44730729989039997,0.0654231036672008,0.372542682231264,0.003930077776372,0.461714602048263
0,0.496368156778628,0.612425950215483,0.44613444392970003,0.140006651147323,0.377393012035797,0.0359778813142956,0.467585952374961
0,0.544825232779213,0.600635639026218,0.46617281278949996,0.10279045862684,0.374286206364366,0.0271026026730716,0.471675767259673
0,0.520060449471067,0.636784906095504,0.4445124090905,0.0820812044623152,0.370275765350058,0.0826483567858714,0.4722125764324
0,0.488811972895237,0.623985644070973,0.4486049277618,0.0984974453547782,0.36963718146295,0.0049409396300308,0.485862627177642
0,0.532394091551699,0.608865795125326,0.4551928846472,0.0941741995948846,0.370900928910292,0.240895478281917,0.468478397624619
0,0.525032905962073,0.619330056645383,0.4663225390824,0.129032258064516,0.374071481134375,0.0491026484132633,0.468595824631153
0,0.489543216496856,0.607539745456118,0.4528222183437,0.196662333343411,0.388757792177291,0.131184266617944,0.460344061129145
0,0.512553015161117,0.603900315657476,0.46639740222879994,0.182060041720833,0.384182579073684,0.0218445779043001,0.462301737080932
0,0.481938283040023,0.618811167644388,0.42981427800899996,0.156664751942437,0.37816244410993,0.0077756088570905,0.461971263933973
0,0.540145273728855,0.6255999654074,0.44543572122979996,0.0893370015418569,0.371386297398917,0.0469688455291428,0.46986403630172
0,0.523034173450982,0.607164992288733,0.461855704679,0.0400580463766363,0.370811460064462,0.18405379350294,0.493434991570418
0,0.50592307317311,0.602869744447167,0.45923549455409995,0.071862623575294,0.37083382727592,0.0230532272717297,0.471826744839502
1,0.43274996343782,0.604015624324363,0.3994697493247,0.185083290503976,0.381058997993661,0.0042048319372207,0.454234501732048
0,0.48062204455711,0.617867077934245,0.4230765948308,0.199232094809082,0.380509882952382,0.0339546061152227,0.469852293601067
0,0.480085799249257,0.597904264979317,0.4414180657049,0.138918281585392,0.377735230371094,0.0142183913762615,0.465171988626356
0,0.47467459659728,0.605291226451808,0.4470827104511,0.0487045378964235,0.36963718146295,0.149971409103153,0.470254900480612
0,0.464485935748062,0.596261116476167,0.43146126723039996,0.147020588324213,0.377844829707236,0.0073627380299809,0.459959907064912
0,0.489348218203091,0.60621369578691,0.44039493603709995,0.130211325089942,0.376993757311282,0.0041347221379005,0.470748093908055
0,0.477697070150636,0.619863359229738,0.4443626827977,0.15968800072558,0.38057139278389,0.0594336568514564,0.461899130201387
0,0.463169697265149,0.601550901569639,0.437899497823,0.161108927653657,0.379165613543794,0.0388189655586131,0.46349278243292
0,0.468580899917126,0.598898802231223,0.454818568915,0.112706714635547,0.373423950362684,0.106420828741333,0.464974040243913
0,0.47667332910837,0.592499171218957,0.431386404084,0.0919369954953593,0.373503353963358,0.0566371873176146,0.461352255856672
0,0.521620435821187,0.620454316147538,0.4525726745223,0.104181153067086,0.373316587747689,0.0064496913469873,0.474951980741971
0,0.50514307999805,0.602783262947001,0.4471076648333,0.0592556761495903,0.372025999646598,0.0072339856843143,0.468340840274108
0,0.488616974601472,0.60967295579354,0.43779968029440003,0.12528342957342,0.375376607922914,0.0359584464223075,0.471841842597485
0,0.512991761322088,0.596780005477162,0.4400954834514,0.110681137950842,0.374602702406488,0.0339771021806741,0.481529570636538
0,0.529859113732755,0.637606480347079,0.46509977435739996,0.0930253650572905,0.370924414482322,0.0890594676292099,0.470897393959219
0,0.474187100862867,0.620526384064342,0.4694917456144,0.0478277957493122,0.36963718146295,0.0086181547603217,0.485916308094915
0,0.496806902939599,0.602848124072126,0.4263955276556,0.0914532756900565,0.371438860345842,0.0597574146477462,0.459290573127668
0,0.52688538975284,0.619575087562519,0.4551928846472,0.120778788886537,0.373075021863949,0.042962937886979,0.476042374374072
0,0.484278262565203,0.605183124576601,0.4555672003793,0.195815823684131,0.388174007958254,0.151494275666079,0.462820093438347
0,0.513820504070589,0.602682367863475,0.47148809618570003,0.160987997702331,0.379728148911947,0.0324572504611595,0.464199022000789
0,0.48340077024326,0.615928450972196,0.43520442455159997,0.159325210871603,0.378279871970082,0.0117554100797183,0.460843964671246
0,0.538439038658412,0.622919038902262,0.4598343997255,0.0708044865011942,0.370081170610379,0.0853235150324652,0.474440334499216
0,0.502705601325988,0.605752461119359,0.4664473109931,0.0921183904223478,0.374115097196717,0.142006336321709,0.47206830896723
0,0.49602690976454,0.601089666902089,0.4439634126834,0.0813858572421924,0.371381823956626,0.0279132791502466,0.458341091903408
1,0.50436308682299,0.604858818950979,0.473833808107,0.19176467031472,0.381969343499977,0.0089675658456349,0.46385848368184
1,0.470677131575099,0.5976520272705,0.4330084389232,0.196390240952928,0.386262729739221,0.012239141026997,0.461558591882439
0,0.496124408911422,0.607323541705703,0.4773024672247,0.134564803337667,0.377516031698812,0.0171148773232588,0.466062756347349
0,0.522741676010335,0.606120007495063,0.4846141011923,0.13166248450585,0.376746599624678,0.0167816128262133,0.469666087919277
0,0.446302344854483,0.595771054641895,0.4334077090374,0.0936904797895819,0.373530194617107,0.0349549058469318,0.463549818407522
0,0.438746160971092,0.595662952766687,0.4210552898773,0.14801826042265,0.374650791911122,0.0134443088604877,0.461568657054427
0,0.503241846633842,0.603893108865795,0.4478063875332,0.115336941076881,0.373875768034123,0.0231034219285185,0.46396752304505
0,0.454199775751962,0.595064789057208,0.4240747701164,0.0273604014874384,0.36963718146295,0.0339306037580672,0.4678174513307
0,0.479354555647638,0.598574496605601,0.44865483652599997,0.0485533754572664,0.36963718146295,0.0539788514000531,0.476510404871543
0,0.550723931165602,0.604642615200565,0.45848686308989994,0.0639114792756296,0.371724042291923,0.0101864157346052,0.474609764894358
0,0.50119436454931,0.601464420069474,0.4268946152985,0.0611905553708015,0.36963718146295,0.0273089386465139,0.472335036024928
0,0.485594501048116,0.603237290822872,0.5030054808307,0.141608973002388,0.376518454067813,0.0764039618111503,0.468131149191012
0,0.479452054794521,0.600368987734041,0.4542446181258,0.110771835414336,0.375334110221145,0.0358088173030216,0.462266508978972
0,0.484229512991761,0.605406535118696,0.4311618146447,0.104362547994074,0.373501117242212,0.115407970729116,0.463145533999312
0,0.384926631891971,0.586265296415342,0.36910026625819997,0.138011306950449,0.37654082127927,0.0358706057729273,0.456811185761137
0,0.479354555647638,0.606682137246141,0.4205562022345,0.153701968134958,0.37801034707202,0.0384374341869599,0.466037593417378
0,0.450397309023546,0.594639588348059,0.4264953451842,0.115609033467364,0.372957594003798,0.0697379192893897,0.462633887756557
0,0.517184224638034,0.606307384078756,0.43999566592289996,0.0770323789944675,0.371992448829412,0.030617236609423,0.473202318344615
0,0.492663189197094,0.604022831116044,0.5827846405378,0.0925718777398192,0.369740070635654,0.521109465177616,0.476869396005804
0,0.500073124360162,0.613312385592182,0.49110224054910007,0.0886718868095655,0.373319942829408,0.050045616400109,0.545963446650395
0,0.50475308341052,0.605132677034838,0.5168052541551,0.139069444024549,0.377817989053487,0.0085793685964402,0.463806480293232
0,0.527616633354458,0.602869744447167,0.5143597247052,0.124346222450645,0.376352936703028,0.0521065488917862,0.458175016565596
0,0.532979086432994,0.605356087576933,0.4827674769138,0.0831091090485836,0.372370454703042,0.163039860328407,0.473829714065239
0,0.524204163213572,0.605644359244152,0.4608575293933,0.144904314176014,0.377182760248097,0.0628535435706136,0.463519622891556
0,0.506508068054405,0.611914268006169,0.4652994094146,0.0867672400761859,0.370743240069517,0.0303400280857976,0.465915133824849
0,0.530736606054697,0.61042246212831,0.4985136920452,0.111376485170965,0.372542682231264,0.0418129423659086,0.464058109592948
0,0.470287134987569,0.600376194525721,0.4429652373977,0.10744626175288,0.37367558149158,0.105382957597117,0.458849383088834
1,0.470140886267245,0.597306101269837,0.4250729454021,0.162046134776431,0.377511558256521,0.0118391149244195,0.462066883067864
0,0.516306732316092,0.605802908661122,0.47328481169989994,0.120174139129909,0.37594809017565,0.0081152578613592,0.474077988307625
0,0.50831180227173,0.605817322244483,0.46402673592529997,0.131118299724884,0.376643710451974,0.0064284834829933,0.471316776125412
0,0.477209574416224,0.601976102278788,0.4624047010861,0.088490491882577,0.372925161547185,0.0356900858086924,0.462868741769625
0,0.468142153756155,0.598495221897116,0.4491539241689,0.151162439157118,0.375120503351727,0.0125981288731451,0.465093144779111
0,0.508555550138936,0.603532769281771,0.46719594245729995,0.144511291834205,0.377072042551383,0.169365647035212,0.462009847093262
0,0.488665724174913,0.601918447945344,0.4482555664118,0.0632161320555068,0.371028422015599,0.0088882194158648,0.467434974795132
0,0.46955589138595,0.597716888395624,0.43934685198719997,0.109562535901079,0.372737276970943,0.0258390736635528,0.461580399755081
0,0.500121873933603,0.600455469234206,0.4614564345647,0.0919369954953593,0.373312114305397,0.0107593083027586,0.464992493059225
0,0.567055038268415,0.604397584283429,0.4682939352716,0.0688393747921516,0.36963718146295,0.0715172565924786,0.470771579309361
0,0.463364695558914,0.59870421885585,0.3834490359897,0.201771623786921,0.383786679430889,0.0043139787607061,0.466453620526241
0,0.492858187490859,0.601594142319722,0.4531715796937,0.0791184206548357,0.372456568467153,0.0033604927219606,0.470951074876492
0,0.493248184078389,0.605572291327347,0.4478063875332,0.0877649121746228,0.371752001306245,0.0707493314536711,0.467976816553853
0,0.479890800955492,0.598142089104772,0.4440881845941,0.10617649726396,0.373610716578353,0.0081917126178579,0.461635758201018
0,0.54667771656998,0.612858357716312,0.514858812348,0.110741602926505,0.372850231388803,0.033591094873957,0.475413301124783
0,0.479354555647638,0.59329912509549,0.4648003217717,0.12147413610666,0.373130939892593,0.0912366388323961,0.46968454073459
0,0.520742943499244,0.606386658787241,0.4526225832866,0.102276506333706,0.373696830342464,0.0336616679738013,0.473485820688961
0,0.48062204455711,0.603900315657476,0.45781309477209997,0.0767905190918161,0.37036635255646,0.25740507494038,0.467607760247603
0,0.48535075318091,0.600426642067485,0.4600090804005,0.0914835081778879,0.373501117242212,0.0149629503486331,0.502562425035438
0,0.52888412226393,0.605968664869773,0.472411408325,0.12253227318076,0.376066636396374,0.0028536735885606,0.481423886330658
0,0.488811972895237,0.603554389656813,0.4356036946659,0.108232306436497,0.374317520460407,0.0153951328975915,0.466599565520076
0,0.527616633354458,0.604952507242826,0.4579378666828,0.0852253831967832,0.372029354728317,0.114733697836264,0.46679080378786
0,0.517184224638034,0.604015624324363,0.5246159757654999,0.113795084197479,0.374249300465462,0.0627543373683747,0.460907710760508
0,0.520011699897626,0.609881952752274,0.46844366156440004,0.0903044411524624,0.371369521990324,0.0702539366331963,0.46774028501212
0,0.529566616292107,0.609233341501031,0.47535602541769995,0.120264836593403,0.372785366475576,0.0195307906765506,0.463709183630675
0,0.480378296689904,0.600750947693106,0.44239128660849997,0.104785802823714,0.372130007179875,0.0562355972932677,0.464700603071555
1,0.45610100911617,0.597630406895458,0.4386481292872,0.189739093630015,0.382237750037465,0.0381916690789086,0.455702339313723
0,0.546482718276215,0.604952507242826,0.4728106784392,0.102488133748526,0.374248182104889,0.016028240973871,0.485617707992585
0,0.529566616292107,0.60336701307312,0.4686432966216,0.115276476101218,0.375062348601937,0.0175672552550656,0.473405299313052
0,0.469165894798421,0.600383401317402,0.44566031066899997,0.10279045862684,0.373731499520223,0.168456666096818,0.46686461504911
0,0.445522351679423,0.600642845817899,0.43797436096939996,0.150648486863984,0.375009785655013,0.0596436280390115,0.471927396559389
0,0.507970555257641,0.602927398780611,0.45644060375429996,0.119116002055809,0.374949394184078,0.0580718640607648,0.47708579720356
0,0.502218105591576,0.601334697819225,0.45953494713980003,0.0403603712549506,0.36963718146295,0.0473338449820922,0.476294003673788
0,0.483742017257349,0.597889851395956,0.4569396913971,0.126976448891979,0.374763746328981,0.0298793774146312,0.466363033978343
0,0.465314678496563,0.593781980138082,0.4232762298879,0.0996462798923723,0.373620781823509,0.067378472099982,0.463016364292125
0,0.533417832593965,0.598949249772986,0.4323596249875,0.0647882214227409,0.36963718146295,0.110477639551087,0.481011214279124
0,0.496221908058304,0.595194511307456,0.4928989560633,0.151253136620612,0.377245388440178,0.0009359777989372,0.467342710718569
0,0.496563155072393,0.602285994321048,0.4581125473578,0.0685672824016688,0.371585365580888,0.0091595587128499,0.476288971087794
0,0.498318139716277,0.605046195534672,0.4874339463743,0.0812044623152039,0.371143613154604,0.0810477348349758,0.471722738062287
0,0.460244722858675,0.595605298433244,0.4342312036481,0.0832602714877407,0.372813325489898,0.0028426617261022,0.464752606460163
0,0.521084190513333,0.612743049049424,0.46407664468959997,0.10469510536022,0.373080613666814,0.0166840338258154,0.470677637704134
0,0.526154146151221,0.599504172732383,0.4769531058748,0.0759440094325362,0.37007781552866,0.0216030141410021,0.475119733608448
0,0.520694193925803,0.605435362285418,0.4439384583013,0.130211325089942,0.376494968495783,0.0415046938371655,0.467476913011751
0,0.483985765124555,0.604102105824529,0.4449615879691,0.0777579587024216,0.370264581744329,0.317872289721172,0.472111924712514
0,0.507629308243553,0.602992259905735,0.4624047010861,0.0334068990537231,0.369838486366066,0.0435120529682314,0.478355686402791
0,0.550187685857749,0.603143602531025,0.478575140714,0.0973788433050156,0.373852282462093,0.0143961857774127,0.480303297182591
0,0.481304538585287,0.602747228988599,0.4569896001614,0.107536959216374,0.373459737901016,0.0182212401049644,0.466955201597007
0,0.527470384634134,0.603799420573949,0.45279726396159997,0.0652417087402122,0.370426744027395,0.0606228848869133,0.467404779279166
0,0.492955686637742,0.604383170700068,0.4787997301532,0.144601989297699,0.377431036295274,0.0229766369150777,0.464225862459425
0,0.514551747672208,0.608116288790556,0.4732349029356,0.0783928409468815,0.371319195764545,0.0588985967261054,0.4688793269755
0,0.519036708428801,0.606682137246141,0.4569396913971,0.128185748405236,0.373439607410705,0.0765391992341539,0.466695184653968
0,0.501925608150929,0.602386889404575,0.4532963516044,0.121111346252683,0.371787788844577,0.111738595547695,0.464338256879964
1,0.454346024472286,0.597522305020251,0.40780451296,0.16479729116909,0.380277263953226,0.0695684812476926,0.46202662237991
1,0.468142153756155,0.602055376987273,0.4514247729438,0.175076337031774,0.382349586094752,0.0073693598374726,0.461377418786644
1,0.465314678496563,0.604750717075772,0.4184600341346,0.201227439005956,0.389358351804922,0.0117083941165259,0.461286832238746
0,0.496319407205187,0.600851842776633,0.4868849499672,0.133234573873084,0.37478275845872,0.0182072766791666,0.464128565796868
0,0.472285867498659,0.594531486472852,0.42799260811269996,0.117241587810261,0.375334110221145,0.0079448728785908,0.462659050686529
0,0.479452054794521,0.603619250781937,0.44720748236179997,0.0422045530126674,0.369638299823523,0.0423627309279229,0.480086895984835
0,0.45293228684249,0.587202179333804,0.42721902226630004,0.130755509870907,0.376250047530324,0.0150569924450295,0.458686662808351
0,0.427826256520255,0.596131394225919,0.40892746015639997,0.126341566647519,0.374729077151223,0.0514935107682133,0.458772216770254
0,0.469702140106274,0.609060378500699,0.4344058843231,0.0780905160685673,0.371892914738427,0.0144008786727221,0.461318705283377
0,0.438794910544533,0.585119416538146,0.4224028265129,0.0653324062037065,0.37157082689344,0.0879468514204293,0.462934165387551
0,0.464973431482475,0.599655515357673,0.4610072556862,0.117543912688575,0.374042403759481,0.0348942970983609,0.460293735269201
0,0.487495734412324,0.594430591389325,0.4510255028295,0.0973788433050156,0.372390585193353,0.0014076844026119,0.453207854189209
0,0.51109052795788,0.607763155998213,0.4625294729968,0.121353206155335,0.37608453016554,0.0103206067764249,0.46561988877985
0,0.48023204796958,0.594423384597645,0.4469579385404,0.128215980893068,0.372500184529495,0.0912447398115613,0.466364711507008
0,0.468093404182713,0.593565776387668,0.43822390479080003,0.058016144148502,0.371031777097317,0.0011132580495067,0.464851580651384
0,0.496465655925511,0.602408509779616,0.43914721693,0.0900928137376425,0.373884714918706,0.0539452349920205,0.465448780856043
0,0.49368693023936,0.602574265988267,0.44823061202959996,0.103062551017323,0.373385926103207,0.0220029035134249,0.461835384112126
0,0.469019646078097,0.60335980628144,0.432983484541,0.137860144511292,0.377747532337396,0.0138755037883287,0.463465941974284
0,0.49012821137815,0.602271580737687,0.4420668796406,0.0903951386159567,0.372525906822671,0.038716118492255,0.462672470915847
0,0.589138595037293,0.616180688681013,0.567138242935,0.0790277231913414,0.372390585193353,0.0288187209246363,0.482207292217106
0,0.480475795836786,0.600916703901757,0.4115726246634,0.0679324001572089,0.37103289545789,0.0163623642718881,0.472715835031831
0,0.458489738214791,0.600246472275472,0.4267947977699,0.102881156090335,0.374086019821823,0.0167352319237393,0.45257542588259
0,0.469750889679715,0.602905778405569,0.43380697915169997,0.133506666263567,0.376196366222827,0.0802725042379031,0.462207795475705
0,0.492321942183006,0.604339929949985,0.4539950743044,0.107416029265048,0.374568033228729,0.015499020695127,0.461862224570762
0,0.440988641349388,0.598740252814252,0.40745515160999995,0.158992653505457,0.381457134357603,0.0053947323234383,0.461362321028661
0,0.488178228440501,0.602523818446504,0.4316609022875,0.119932279227258,0.375378844644059,0.0274268949599662,0.462024944851245
0,0.528445376102959,0.612202539673388,0.4669463986359,0.0671161229857605,0.370819288588472,0.0505470996674722,0.474836231264102
0,0.514941744259738,0.605781288286081,0.4409938412085,0.0451371043323155,0.369822829318046,0.0355439427433505,0.44971356198049
0,0.497099400380247,0.603547182865132,0.4605830311898,0.154427547842912,0.375495154143638,0.0126607727540185,0.464024559019652
0,0.517866718666212,0.610134190461091,0.5045776069055999,0.0797230704114641,0.3718280498252,0.0667673414185671,0.468966558466068
0,0.491151952420416,0.608224390665764,0.450052281926,0.0401185113522992,0.370757778756965,0.0097348321936971,0.465093144779111
0,0.528981621410813,0.606141627870105,0.4698161525822,0.083925386220032,0.371891796377854,0.0080194653929825,0.467968428910529
0,0.484375761712085,0.602985053114055,0.5563829042319,0.0223418085074221,0.36963718146295,0.0695547732021838,0.465785964117662
0,0.544093989177595,0.601752691736693,0.7153173640925,0.0883997944190827,0.371337089533711,0.0026353720315808,0.465864807964906
0,0.542485253254034,0.603287738364635,0.5003353619416,0.142727575052151,0.373039234325617,0.0336878930434716,0.462278251679626
0,0.501486861989958,0.609427924876404,0.45868649814699997,0.192308855095686,0.385624145852112,0.0056679383825354,0.459257022554373
0,0.526836640179398,0.605493016618862,0.4702902858429,0.140732230855277,0.374238116859733,0.025059914052035,0.463712538688005
0,0.487300736118559,0.599828478358005,0.44171751829059996,0.240590138162469,0.389292368531123,0.076260276498589,0.46194945606133
0,0.504168088529225,0.602963432739013,0.4444625003262,0.134776430752487,0.377104475007996,0.027144951730984,0.464574788421697
0,0.507239311656023,0.600945531068479,0.5680615550742,0.0840463161713577,0.371706148522758,0.0110158355429859,0.460656081460792
0,0.474089601715985,0.597298894478156,0.4354789227552,0.134353175922847,0.374996365328138,0.0161061636020303,0.462341997768887
0,0.524691658947984,0.611726891422477,0.5021320774558,0.144450826858542,0.376550886524426,0.105002748326959,0.461464650277212
0,0.553551406425194,0.602502198071463,0.4782756881283,0.109623000876742,0.37073652990608,0.0271398610752246,0.46136903114332
0,0.540145273728855,0.602134651695758,0.4487546540546,0.0700486743054086,0.371044079063619,0.15203480725762,0.482125093312532
0,0.491639448154829,0.600152783983626,0.4973158817024,0.187532122018321,0.386565805454468,0.0091019037876208,0.462296704494938
0,0.524691658947984,0.608736072875078,0.47503161844979996,0.104302083018412,0.371072038077941,0.0626665814690903,0.471400652558651
1,0.447228586749866,0.593500915262544,0.404809987103,0.181848414306013,0.380569156062745,0.003480113527296,0.463262961005846
1,0.456344756983376,0.594473832139408,0.4092269127421,0.190464673337969,0.384759653129285,0.004798899599331,0.460976489435763
1,0.345780724418661,0.586618429207685,0.3443954279379,0.200320464371013,0.38266049033401,0.0126926839901219,0.458101205304346
1,0.469458392239068,0.602091410945675,0.4464089421333,0.132055506847658,0.37748024416048,0.0113818836371217,0.464348322051953
